candidate_id,name,current_title,current_company,location_str,country,years_total,years_relevant,title_relevance_score,retrieval_prod_score,vector_db_score,python_evidence_score,ranking_eval_score,product_experience_score,career_corroboration_score,services_only_flag,research_only_flag,keyword_stuffing_flag,location_match_score,notice_period_score,redrob_behavioral_multiplier,consistency_penalty,is_honeypot,years_soft_band_score
CAND_0029994,Pari Bhatia,Accountant,Initech,"Bangalore, Karnataka",India,14.9,0.0,0.02,0.375,0.0,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.7051999999999999,0.5,0.5606,1.0,0.0,0.006786635284974872
CAND_0029995,Om Bhatia,Project Manager,Pied Piper,"Jaipur, Rajasthan",India,9.1,0.0,0.02,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.75,0.6725999999999999,1.0,0.0,0.7027177228683977
CAND_0029996,Arjun Tiwari,Mechanical Engineer,Acme Corp,"Hyderabad, Telangana",India,8.5,0.0,0.02,0.125,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.7051999999999999,0.5,0.7182,1.0,0.0,1.0
CAND_0029997,Neha Mittal,Operations Manager,Globex Inc,Toronto,Canada,6.6,0.0,0.02,0.125,0.0,0.2,0.0,0.5,0.09090909090909091,0.0,0.0,0.0,0.3157,0.5,0.5808000000000001,1.0,0.0,1.0
CAND_0029998,Amit Reddy,Project Manager,TCS,"Ahmedabad, Gujarat",India,13.0,0.0,0.02,0.125,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.7051999999999999,0.5,0.6244000000000001,1.0,0.0,0.056134762834133725
CAND_0029999,Anil Singh,Accountant,Infosys,Sydney,Australia,2.6,0.0,0.02,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.385,1.0,0.6808000000000001,1.0,0.0,0.21250282427502204
CAND_0030000,Tanvi Saxena,Content Writer,Wayne Enterprises,"Chandigarh, Chandigarh",India,7.9,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.5,0.5861999999999999,1.0,0.0,1.0
CAND_0030001,Aarav Iyer,Marketing Manager,TCS,Singapore,Singapore,10.4,0.0,0.02,0.375,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.385,0.75,0.6216000000000002,1.0,0.0,0.39661073328996493
CAND_0030002,Suresh Kapoor,Sales Executive,Dunder Mifflin,Austin,USA,1.5,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3157,0.75,0.642,1.0,0.0,0.08892161745938634
CAND_0030003,Mira Chowdary,HR Manager,Dunder Mifflin,"Chennai, Tamil Nadu",India,11.5,0.0,0.02,0.25,0.0,0.0,0.0,0.8333333333333334,0.1,0.0,0.0,0.0,0.86,0.75,0.6631999999999999,1.0,0.0,0.19789869908361465
CAND_0030004,Aanya Pillai,Frontend Engineer,Infosys,"Jaipur, Rajasthan",India,5.4,0.0,0.1,0.125,0.0,0.2,0.0,0.5,0.3076923076923077,0.0,0.0,0.0,0.7051999999999999,0.5,0.6694,1.0,0.0,1.0
CAND_0030005,Sunil Krishnan,Sales Executive,TCS,"Bhubaneswar, Odisha",India,10.1,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.86,0.5,0.6819999999999999,1.0,0.0,0.4635690174959986
CAND_0030006,Avni Dutta,Graphic Designer,TCS,"Coimbatore, Tamil Nadu",India,13.5,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.542,1.0,0.0,0.034047454734599344
CAND_0030007,Anjali Iyengar,Operations Manager,Hooli,"Trivandrum, Kerala",India,5.9,0.0,0.02,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6238,1.0,0.0,1.0
CAND_0030008,Aarav Joshi,Cloud Engineer,Razorpay,"Hyderabad, Telangana",India,4.0,0.5,0.1,0.375,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.7051999999999999,0.5,0.6881999999999999,1.0,0.0,0.4867522559599717
CAND_0030009,Yash Shetty,Sales Executive,Stark Industries,"Delhi, Delhi",India,14.0,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.86,0.75,0.639,1.0,0.0,0.019841094744370288
CAND_0030010,Amit Dutta,Mobile Developer,Swiggy,"Hyderabad, Telangana",India,4.0,0.0,0.1,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.5,0.6652,1.0,0.0,0.4867522559599717
CAND_0030011,Riya Mehta,Accountant,TCS,"Mumbai, Maharashtra",India,3.5,0.0,0.02,0.25,0.0,0.4,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.7051999999999999,1.0,0.6332,1.0,0.0,0.37531109885139957
CAND_0030012,Tanvi Patel,Marketing Manager,Stark Industries,London,UK,1.1,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3157,0.5,0.5684000000000001,1.0,0.0,0.06174143608342907
CAND_0030013,Ishaan Kapoor,Project Manager,Initech,"Pune, Maharashtra",India,3.9,0.0,0.02,0.125,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.82,0.5,0.6534,1.0,0.0,0.46356901749599844
CAND_0030014,Neha Goyal,DevOps Engineer,Acme Corp,Singapore,Singapore,9.1,0.0,0.1,0.125,0.0,0.0,0.0,0.8333333333333334,0.13333333333333333,0.0,0.0,0.0,0.3157,0.75,0.6760000000000002,1.0,0.0,0.7027177228683977
CAND_0030015,Suresh Mittal,Mobile Developer,Pied Piper,"Jaipur, Rajasthan",India,5.8,0.725,0.1,0.5,0.0,0.2,0.0,0.6666666666666666,0.15384615384615385,0.0,0.0,0.0,0.7051999999999999,0.5,0.6814,1.0,0.0,1.0
CAND_0030016,Pooja Saxena,Mechanical Engineer,Pied Piper,"Chandigarh, Chandigarh",India,12.6,0.0,0.02,0.25,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.86,0.75,0.6542000000000001,1.0,0.0,0.08136581966452533
CAND_0030017,Pooja Joshi,Content Writer,Hooli,"Trivandrum, Kerala",India,4.2,0.0,0.02,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.86,0.5,0.5566,1.0,0.0,0.5340851477595172
CAND_0030018,Ayaan Malhotra,Software Engineer,Razorpay,Dubai,UAE,7.8,0.975,0.4,0.5,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.75,0.5740000000000001,1.0,0.0,1.0
CAND_0030019,Atharv Pillai,Business Analyst,Stark Industries,"Bhubaneswar, Odisha",India,9.1,0.0,0.02,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6426000000000001,1.0,0.0,0.7027177228683977
CAND_0030020,Shreya Ghosh,Marketing Manager,Hooli,Seattle,USA,6.1,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.385,1.0,0.6474000000000001,1.0,0.0,1.0
CAND_0030021,Ved Gupta,Accountant,Hooli,Singapore,Singapore,1.4,0.0,0.02,0.125,0.0,0.8,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.55,0.5,0.6392,1.0,0.0,0.08136581966452533
CAND_0030022,Aanya Gupta,Project Manager,Wipro,"Bhubaneswar, Odisha",India,14.6,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.5,0.6060000000000001,1.0,0.0,0.009844916976392443
CAND_0030023,Avni Naidu,QA Engineer,Cognizant,"Mumbai, Maharashtra",India,7.5,0.9375,0.1,0.25,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.7051999999999999,0.75,0.5898000000000001,1.0,0.0,1.0
CAND_0030024,Nisha Sharma,Sales Executive,Initech,"Bangalore, Karnataka",India,7.0,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.5,0.5838,1.0,0.0,1.0
CAND_0030025,Vivaan Vora,Business Analyst,Hooli,"Noida, Uttar Pradesh",India,11.6,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.82,0.75,0.6650000000000001,1.0,0.0,0.1840035919677199
CAND_0030026,Rohan Rao,HR Manager,TCS,"Delhi, Delhi",India,13.0,0.0,0.02,0.25,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.86,0.5,0.6674000000000001,1.0,0.0,0.056134762834133725
CAND_0030027,Aditya Hegde,Business Analyst,Initech,"Ahmedabad, Gujarat",India,1.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86,1.0,0.6906,1.0,0.0,0.0677995310992478
CAND_0030028,Aarohi Agarwal,Accountant,TCS,"Vizag, Andhra Pradesh",India,14.0,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.75,0.6832,1.0,0.0,0.019841094744370288
CAND_0030029,Vivaan Patel,Customer Support,Acme Corp,Singapore,Singapore,11.7,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.3157,0.5,0.581,1.0,0.0,0.17081058952306497
CAND_0030030,Vihaan Sen,Operations Manager,Stark Industries,"Trivandrum, Kerala",India,10.9,0.0,0.02,0.25,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.75,0.5800000000000001,1.0,0.0,0.2961764166502667
CAND_0030031,Anil Joshi,AI Engineer,Microsoft,"Trivandrum, Kerala",India,5.7,1.425,0.65,0.625,0.0,0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,1.0,0.8340000000000001,1.0,0.0,1.0
CAND_0030032,Anika Arora,Content Writer,Wayne Enterprises,"Bhubaneswar, Odisha",India,12.6,0.0,0.02,0.0,0.0,0.2,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.86,0.5,0.5472,1.0,0.0,0.08136581966452533
CAND_0030033,Dev Nair,Mobile Developer,Pied Piper,"Indore, Madhya Pradesh",India,4.6,0.0,0.1,0.25,0.0,0.0,0.0,0.6666666666666666,0.09090909090909091,0.0,0.0,0.0,0.7051999999999999,1.0,0.7424,1.0,0.0,0.6307788205474282
CAND_0030034,Anika Chowdary,Software Engineer,InMobi,Dubai,UAE,4.2,1.05,0.4,0.25,0.0,0.8,0.5,1.0,0.05263157894736842,0.0,0.0,0.0,0.385,1.0,0.8357999999999999,1.0,0.0,0.5340851477595172
CAND_0030035,Rahul Agarwal,Civil Engineer,Acme Corp,"Jaipur, Rajasthan",India,4.9,0.0,0.02,0.0,0.0,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.86,0.75,0.6188,1.0,0.0,0.7027177228683977
CAND_0030036,Rajesh Bhatia,Sales Executive,Globex Inc,"Bangalore, Karnataka",India,9.3,0.0,0.02,0.375,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.5,0.6830000000000002,1.0,0.0,0.654947630485883
CAND_0030037,Divya Arora,Full Stack Developer,Capgemini,"Kochi, Kerala",India,2.3,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.86,1.0,0.6524,1.0,0.0,0.17081058952306483
CAND_0030038,Sneha Mishra,.NET Developer,Dunder Mifflin,"Chandigarh, Chandigarh",India,4.1,0.0,0.1,0.125,0.0,0.2,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0.86,1.0,0.6312000000000001,1.0,0.0,0.5102777977955036
CAND_0030039,Aryan Sethi,QA Engineer,Cognizant,"Chennai, Tamil Nadu",India,9.8,0.0,0.1,0.25,0.0,0.2,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.5816,1.0,0.0,0.5340851477595169
CAND_0030040,Riya Gupta,Frontend Engineer,TCS,"Kochi, Kerala",India,8.9,0.0,0.1,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.86,0.5,0.6579999999999999,1.0,0.0,1.0
CAND_0030041,Saanvi Subramanian,HR Manager,Stark Industries,"Kolkata, West Bengal",India,8.1,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6379999999999999,1.0,0.0,1.0
CAND_0030042,Aarav Patel,Senior Data Engineer,Meesho,"Gurgaon, Haryana",India,6.7,1.675,1.0,0.5,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.7051999999999999,0.75,0.696,1.0,0.0,1.0
CAND_0030043,Priya Naidu,Marketing Manager,Dunder Mifflin,Toronto,Canada,3.4,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3157,0.5,0.6350000000000001,1.0,0.0,0.3545875485608989
CAND_0030044,Avni Sen,HR Manager,Hooli,"Vizag, Andhra Pradesh",India,13.8,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.5,0.5328,1.0,0.0,0.02474331320515428
CAND_0030045,Pari Khanna,Software Engineer,Cognizant,"Noida, Uttar Pradesh",India,5.3,0.0,0.4,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.7090000000000001,1.0,0.0,1.0
CAND_0030046,Anjali Iyer,Civil Engineer,Acme Corp,"Trivandrum, Kerala",India,3.2,0.0,0.02,0.125,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.5855999999999999,1.0,0.0,0.31499453169676334
CAND_0030047,Nikhil Menon,Project Manager,Acme Corp,"Chandigarh, Chandigarh",India,5.4,0.0,0.02,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.86,0.75,0.7647999999999999,1.0,0.0,1.0
CAND_0030048,Ved Bhatia,QA Engineer,Dunder Mifflin,"Hyderabad, Telangana",India,8.4,1.05,0.1,0.375,0.0,0.2,0.0,0.8333333333333334,0.14285714285714285,0.0,0.0,0.0,0.7051999999999999,0.5,0.6159999999999999,1.0,0.0,1.0
CAND_0030049,Priya Pillai,Data Analyst,CRED,"Chandigarh, Chandigarh",India,7.0,0.0,0.35,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.86,0.5,0.7447999999999999,1.0,0.0,1.0
CAND_0030050,Tanvi Agarwal,Marketing Manager,TCS,"Gurgaon, Haryana",India,3.9,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7051999999999999,0.75,0.5626000000000001,1.0,0.0,0.46356901749599844
CAND_0030051,Sneha Ghosh,Accountant,Infosys,"Noida, Uttar Pradesh",India,1.5,0.0,0.02,0.125,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.5,0.5519999999999999,1.0,0.0,0.08892161745938634
CAND_0030052,Ira Verma,Marketing Manager,Initech,"Bhubaneswar, Odisha",India,4.5,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.5,0.6092,1.0,0.0,0.6065306597126334
CAND_0030053,Manish Sen,Graphic Designer,Hooli,"Kolkata, West Bengal",India,13.6,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.642,1.0,0.0,0.030659889794007543
CAND_0030054,Advaith Arora,Mechanical Engineer,Infosys,New York,USA,4.7,0.0,0.02,0.25,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.451,0.75,0.6332,1.0,0.0,0.6549476304858832
CAND_0030055,Reyansh Verma,QA Engineer,Wayne Enterprises,"Chandigarh, Chandigarh",India,3.4,0.0,0.1,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.7051999999999999,1.0,0.7746,1.0,0.0,0.3545875485608989
CAND_0030056,Ela Dalal,Graphic Designer,Globex Inc,"Pune, Maharashtra",India,14.6,0.0,0.02,0.25,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.82,0.75,0.6252000000000001,1.0,0.0,0.009844916976392443
CAND_0030057,Saanvi Verma,HR Manager,Pied Piper,Singapore,Singapore,2.7,0.0,0.02,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.451,0.5,0.7004000000000001,1.0,0.0,0.22781987139800908
CAND_0030058,Pranav Mehta,Marketing Manager,Acme Corp,Singapore,Singapore,7.2,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3157,1.0,0.8016000000000001,1.0,0.0,1.0
CAND_0030059,Advaith Mittal,Marketing Manager,Wayne Enterprises,"Indore, Madhya Pradesh",India,3.4,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.5640000000000001,1.0,0.0,0.3545875485608989
CAND_0030060,Shreya Saxena,QA Engineer,Globex Inc,"Chennai, Tamil Nadu",India,4.3,0.0,0.1,0.125,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.75,0.7152000000000002,1.0,0.0,0.5581095554166826
CAND_0030061,Atharv Reddy,Data Analyst,Ola,"Kolkata, West Bengal",India,5.3,1.325,0.35,0.25,0.0,0.6,0.0,0.6666666666666666,0.07692307692307693,0.0,0.0,0.0,0.7051999999999999,0.5,0.7292000000000001,1.0,0.0,1.0
CAND_0030062,Reyansh Malhotra,Customer Support,Acme Corp,"Pune, Maharashtra",India,4.4,0.0,0.02,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5148,1.0,0.0,0.5822822402018134
CAND_0030063,Aanya Pandey,Mechanical Engineer,TCS,"Kochi, Kerala",India,2.7,0.0,0.02,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.75,0.7588,1.0,0.0,0.22781987139800908
CAND_0030064,Avni Sethi,Civil Engineer,Pied Piper,"Noida, Uttar Pradesh",India,12.6,0.0,0.02,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.5,0.6204000000000001,1.0,0.0,0.08136581966452533
CAND_0030065,Rohan Malhotra,Accountant,Wipro,"Noida, Uttar Pradesh",India,14.1,0.0,0.02,0.25,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.82,1.0,0.6514000000000001,1.0,0.0,0.017724631440177767
CAND_0030066,Anjali Gupta,Full Stack Developer,Mindtree,"Mumbai, Maharashtra",India,9.4,1.175,0.1,0.375,0.0,0.2,0.0,0.8333333333333334,0.07692307692307693,0.0,0.0,0.0,0.7051999999999999,1.0,0.6680000000000001,1.0,0.0,0.6307788205474282
CAND_0030067,Vihaan Subramanian,Frontend Engineer,Zomato,"Coimbatore, Tamil Nadu",India,5.4,0.0,0.1,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6701999999999999,1.0,0.0,1.0
CAND_0030068,Diya Nair,Mechanical Engineer,Stark Industries,"Kochi, Kerala",India,7.7,0.0,0.02,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6652,1.0,0.0,1.0
CAND_0030069,Anjali Dutta,QA Engineer,Wayne Enterprises,Dubai,UAE,5.0,0.625,0.1,0.375,0.0,0.2,0.0,0.8333333333333334,0.2727272727272727,0.0,0.0,0.0,0.3157,0.5,0.6270000000000001,1.0,0.0,1.0
CAND_0030070,Aarohi Sen,Customer Support,Hooli,"Ahmedabad, Gujarat",India,6.4,0.0,0.02,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.86,0.75,0.6018,1.0,0.0,1.0
CAND_0030071,Shreya Mittal,Marketing Manager,Dunder Mifflin,"Kochi, Kerala",India,10.2,0.0,0.02,0.125,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6650000000000001,1.0,0.0,0.4407841408053247
CAND_0030072,Reyansh Chowdary,Mechanical Engineer,Globex Inc,Sydney,Australia,3.9,0.0,0.02,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3157,0.5,0.5276000000000001,1.0,0.0,0.46356901749599844
CAND_0030073,Ishaan Hegde,Frontend Engineer,Hooli,Seattle,USA,1.4,0.0,0.1,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.451,0.5,0.6659999999999999,1.0,0.0,0.08136581966452533
CAND_0030074,Anil Malhotra,Business Analyst,Wipro,Singapore,Singapore,12.2,0.0,0.02,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.385,0.5,0.6072,1.0,0.0,0.11495667048603513
CAND_0030075,Ved Chatterjee,Customer Support,Initech,"Jaipur, Rajasthan",India,3.5,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.7051999999999999,0.5,0.5218,1.0,0.0,0.37531109885139957
CAND_0030076,Krishna Sen,Analytics Engineer,Nykaa,New York,USA,6.2,0.0,0.4,0.25,0.0,0.0,0.0,0.8333333333333334,0.14285714285714285,0.0,0.0,0.0,0.451,0.75,0.6400000000000001,1.0,0.0,1.0
CAND_0030077,Shreya Iyengar,Content Writer,Dunder Mifflin,"Chandigarh, Chandigarh",India,11.3,0.0,0.02,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.75,0.779,1.0,0.0,0.2278198713980089
CAND_0030078,Karan Mishra,Sales Executive,TCS,"Jaipur, Rajasthan",India,13.6,0.0,0.02,0.0,0.0,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.86,0.5,0.5591999999999999,1.0,0.0,0.030659889794007543
CAND_0030079,Aisha Iyer,Project Manager,Globex Inc,"Bhubaneswar, Odisha",India,3.6,0.0,0.02,0.375,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.86,0.75,0.6144,1.0,0.0,0.39661073328996505
CAND_0030080,Vivaan Mehta,Civil Engineer,Initech,"Noida, Uttar Pradesh",India,13.5,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.82,0.5,0.6859999999999999,1.0,0.0,0.034047454734599344
CAND_0030081,Yash Bhatia,HR Manager,Globex Inc,"Pune, Maharashtra",India,6.1,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,1.0,0.75,0.7194,1.0,0.0,1.0
CAND_0030082,Ritu Tiwari,Project Manager,Stark Industries,"Mumbai, Maharashtra",India,7.8,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.1,0.0,0.0,0.0,0.86,0.5,0.5216000000000001,1.0,0.0,1.0
CAND_0030083,Vihaan Iyengar,HR Manager,Acme Corp,"Kochi, Kerala",India,12.7,0.0,0.02,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.5,0.603,1.0,0.0,0.07433302085078967
CAND_0030084,Dhruv Mishra,Software Engineer,Cognizant,"Indore, Madhya Pradesh",India,3.8,0.475,0.4,0.25,0.0,0.0,0.0,0.3333333333333333,0.07142857142857142,0.0,0.0,0.0,0.86,0.5,0.5499999999999999,1.0,0.0,0.44078414080532446
CAND_0030085,Advik Tiwari,Business Analyst,TCS,"Chandigarh, Chandigarh",India,3.0,0.0,0.02,0.125,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.7051999999999999,0.75,0.5948,1.0,0.0,0.27803730045319414
CAND_0030086,Avni Sen,Civil Engineer,Globex Inc,"Vizag, Andhra Pradesh",India,4.6,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.86,1.0,0.755,1.0,0.0,0.6307788205474282
CAND_0030087,Priya Naidu,Customer Support,Wayne Enterprises,Toronto,Canada,8.3,0.0,0.02,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3157,0.5,0.5866,1.0,0.0,1.0
CAND_0030088,Rajesh Saxena,Mechanical Engineer,Wipro,"Mumbai, Maharashtra",India,12.3,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6723999999999999,1.0,0.0,0.10569475594148847
CAND_0030089,Shaurya Iyer,QA Engineer,Wayne Enterprises,"Coimbatore, Tamil Nadu",India,3.1,0.0,0.1,0.25,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.86,1.0,0.7904,1.0,0.0,0.2961764166502668
CAND_0030090,Deepak Saxena,Graphic Designer,Dunder Mifflin,"Hyderabad, Telangana",India,3.7,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.5946,1.0,0.0,0.4184491089130355
CAND_0030091,Amit Shetty,Sales Executive,Wayne Enterprises,"Bhubaneswar, Odisha",India,10.6,0.0,0.02,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.638,1.0,0.0,0.3545875485608991
CAND_0030092,Nikhil Agarwal,Software Engineer,Mphasis,"Hyderabad, Telangana",India,1.2,0.0,0.4,0.125,0.0,0.0,0.0,0.3333333333333333,0.13333333333333333,1.0,0.0,0.0,0.7051999999999999,0.5,0.7362,1.0,0.0,0.0677995310992478
CAND_0030093,Divya Banerjee,Operations Manager,Initech,Seattle,USA,11.4,0.0,0.02,0.25,0.0,0.6,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.55,1.0,0.6074,1.0,0.0,0.21250282427502204
CAND_0030094,Arjun Sethi,Marketing Manager,TCS,"Delhi, Delhi",India,2.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7051999999999999,0.5,0.6252000000000001,1.0,0.0,0.14648972346236572
CAND_0030095,Riya Mittal,DevOps Engineer,Hooli,"Chennai, Tamil Nadu",India,5.8,0.0,0.1,0.125,0.0,0.2,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.7051999999999999,0.5,0.6992,1.0,0.0,1.0
CAND_0030096,Manish Goyal,DevOps Engineer,Initech,"Coimbatore, Tamil Nadu",India,1.1,0.0,0.1,0.125,0.0,0.2,0.0,0.3333333333333333,0.09090909090909091,0.0,1.0,0.0,0.86,0.5,0.6135999999999999,1.0,0.0,0.06174143608342907
CAND_0030097,Dev Chatterjee,Operations Manager,Wayne Enterprises,"Noida, Uttar Pradesh",India,1.1,0.0,0.02,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.75,0.6861999999999999,1.0,0.0,0.06174143608342907
CAND_0030098,Anil Kapoor,Customer Support,Hooli,New York,USA,12.0,0.0,0.02,0.25,0.0,0.2,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.3157,0.5,0.6596000000000001,1.0,0.0,0.1353352832366127
CAND_0030099,Saanvi Chopra,HR Manager,Wipro,"Coimbatore, Tamil Nadu",India,8.9,0.0,0.02,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.86,1.0,0.6812000000000001,1.0,0.0,1.0
